SMILES,pKa
C=CCc1c(C)nc(N)nc1C,5.1
NCc1ccc2c(c1)OCO2,9.37
CN(C)c1ccc2ccccc2c1,4.566
CN(C)c1cnccn1,3.24
CCSc1ncccn1,0.7
Cn1cc2ccccc2nc1=N,10.26
Nc1ccc(F)cc1,4.618333333333333
Cc1ccnc2ccccc12,5.67
Nc1ccc(Cl)c([N+](=O)[O-])c1,1.93
CC(C)NCC(O)c1cccc(F)c1,9.46
Nc1cnc(Cl)cc1Cl,0.73
CNc1ncnc(N)c1N,5.9
CCCN(C)C1CCc2ccccc2C1,9.83
NC(=O)[C@@H](N)Cc1ccccc1,7.22
CN(C)Cc1ccc(Cl)cc1,8.83
Cn1cnc2cncnc21,2.27
Cc1cnc(C)s1,3.91
CNc1c(C)nc(SC)nc1N,5.36
CNCc1ccc(OC)cc1,9.97
NCC(=O)N1CCC[C@H]1C(=O)O,2.89
COc1cccnc1,4.86
CCOP(=O)(OCC)SCCN(C)C,7.73
c1cnc2c(n1)CNCN2,5.62
CN(N)c1ccc(Br)cc1,4.62
CSCCN,9.41
C#CCc1c(C)nc(N)nc1C,4.49
Clc1c[nH]nc1-c1ccccc1,0.26
CNc1ccnc(O)n1,4.53
Cc1cnc2[nH]ccc2c1,4.86
Cc1cnc2ccccc2c1,5.17
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,8.75
Cc1nc(C)c(C)c(N)c1C,10.39
C[C@H]1CCN[C@@H](C(=O)O)C1,2.27
Cc1ccnn1-c1ccc([N+](=O)[O-])cc1,0.62
c1cncc(CNCc2cccnc2)c1,7.15
NNc1cccc2cccnc12,5.27
NC1=NC2=C(CCCC2)C(C(=O)O)N1,2.71
CN(N)c1ccccc1Br,4.68
CC(N)C(N)=NO,9.15
Nc1nc(N)c(Cl)c(N)n1,5.15
Nc1ccc(C(=O)c2ccccc2)cc1,2.1740000000000004
CNc1nccc(O)n1,3.9
O=[N+]([O-])c1cccc2[nH]cnc12,3.33
Nc1nc(O)nc2nccnc12,2.95
CC(CC(C#N)(c1ccccc1)c1ccccc1)N1CCOCC1,6.05
CN(C)c1nccc(O)n1,3.65
COc1ccc2nccc(N)c2c1,8.93
Cc1nc(N)nc2nccnc12,2.81
COc1ncnc2nc[nH]c12,2.17
c1cnc2c(c1)ccc1cccnc12,4.9159999999999995
CNc1ncc(-c2ccc(OC)cc2)cn1,3.54
Cn1c(N)nncc1=O,3.95
c1cn[nH]c1,2.52
C=CCc1c(C)nc(NC)nc1C,5.31
Nc1nc(N)c(Br)c(N)n1,5.17
CCN(CC)CCCNC(=O)c1cc(C)cc(C)c1,9.834
CN(c1ccccc1)C(C)(C)C,7.39
CC(=O)NCC(=O)NC(Cc1cn(Cc2ccccc2)cn1)C(=O)NCC(=O)O,3.3
Cn1cnc2cc(N)ccc21,6.31
Cc1nc2cnc(N)nc2nc1C,3.39
CCn1cccnc1=N,10.92
Cn1c(S)nc2cnccc21,5.03
CC(C)NCc1ccccc1,9.69
CC(O)C(N)C(=O)O,2.32
Cn1cc(N)ccc1=O,3.8
COC(=O)C(N)Cc1ccccc1,7.0
CC1=Nc2ccccc2CN1,10.14
CCC1(c2ccccc2)C(=O)N(CCN2CCOCC2)C(=O)N=C1O,5.44
Cc1cccc(CCO)n1,6.1
O=[N+]([O-])c1cccc2ccncc12,3.55
NCCc1ccccc1,9.86
COc1ccc2ccccc2n1,3.16
CSc1nc2cnc(Cl)cc2[nH]1,2.32
CC(C)NCC(O)c1ccc(F)cc1,9.35
CCC1(CC)C(=O)N(C(C)CN2CCOCC2)C(=O)N=C1O,5.94
CSc1cc(C)nc(C)n1,4.0
CCN(CC)CCO,9.8106
COc1ncc(-c2ccc(N)cc2)cn1,4.02
Cc1cccc2ccc(C)n12,6.44
CSc1nc(C)cs1,2.5
Cc1nc2ncnc(N(C)C)c2nc1C,4.82
NC[C@H](O)c1ccc(O)c(O)c1,3.3
NC1=Nc2nccnc2C(O)N1,6.46
CNC(=O)c1c(NC)ncn1C,4.57
CC(=O)N1CCNc2nc(N)nc(N)c21,5.84
CN1CC(S)=Cc2ccccc21,2.36
CSC(=O)c1[nH]cnc1N,3.38
CC(C)NCC(O)c1ccc(S(N)(=O)=O)cc1,9.26
Cc1cc([N+](=O)[O-])ccc1N,0.94
Nc1cc(S(=O)(=O)O)ccc1O,4.121
CN(C)c1nc(N)nc2nccnc12,6.06
Cc1cc(C)c(C(=O)NCCN(C)C)c(C)c1,7.946
COc1ncccc1O,2.1
Cc1ccccn1,5.964333333333333
CC(=O)OCc1c[nH]cn1,6.2
CC(C)NCCNC(C)C,10.4
Cn1cccc2c(=O)cccc1-2,6.09
Nc1nc(N)c2[nH]cnc2n1,5.05
Nc1cc([N+](=O)[O-])c2ccccc2c1,2.43
NNc1ccc(Cl)cc1,5.1
OCc1ccncc1,5.33
CCCCNc1ccnc(O)n1,4.67
Cn1cnc2c([N+](=O)[O-])cccc21,3.86
Nc1nc(N)c2c(n1)Nc1ccccc1S2,4.99
Nc1ncc(Cl)cc1Cl,2.75
Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,1.39
c1nc(CC2CN2)c[nH]1,7.61
CC[As](=O)(CC)c1ccc(Cl)cc1,2.79
Oc1ccc2c(cnc3ccccc32)c1,4.35
CC(C)NCC(O)c1ccc(C#N)cc1,9.28
CCCON=Cc1cccnc1,4.1
CN1CCCCC1,10.18
CC(C)NCC(O)c1cccc(Br)c1,9.37
NCc1ccc(F)cc1,9.3
CC(C)NCC(O)c1ccccc1I,9.32
Nc1ccc(-c2cnc(N)nc2)cc1,4.21
Cn1c(N)nc2nc(C(F)(F)F)[nH]c2c1=O,1.45
COc1nccc(N(C)C)n1,6.15
C=C(Br)C=CC1(C(C)C)C(=O)N(CCN2CCOCC2)C(=O)N=C1O,4.98
NCc1ccccn1,8.566666666666666
CCn1cccn1,2.0
Cc1cc(N)nc2c1ccc1ccccc12,6.7
NCc1ccc(Br)cc1,9.13
Cc1nc2ccccc2[nH]1,6.18
COc1ccc(CC(C)N)cc1OC,9.6
CC(C)C1CC[C@@H](C)C[C@H]1N,10.555
CCC1CSC(C(C)C)=N1,5.276
Cn1c(N)nc2nccnc2c1=O,2.1950000000000003
c1ccc(-c2nc3ccccc3[nH]2)cc1,5.23
C[Si](C)(C)c1ccc(N)cc1,4.36
N[C@H](C(=O)O)C(O)CC(=O)O,2.27
CN(N)c1ccc([SH](=O)=O)cc1,2.03
CCOc1ncc2ncn(C)c2n1,2.53
NCCCNCCO,10.19
CC(N)CO,9.43
Cc1cc(C)n(C)n1,3.8
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,2.98
Clc1ccnc2c1ccc1cccnc12,4.3
Cn1c(N)c(C=O)cnc1=N,8.45
NC1(C(=O)O)CCCCCC1,2.59
CCOC(=O)C(C(=O)OCC)C1Nc2ncncc2N=C1O,4.11
CC(=NO)C(C)(C)C(N)C(N)C(C)(C)C(C)=NO,8.34
Cn1cnc2cnc(N3CCCCC3)nc21,4.1
CCc1cnc(NC)nc1,4.29
CN(C)CCN(C)CCN(C)C,9.35
COc1ncncc1-c1ccccc1,2.94
CCCCCCCCCCCCNCCCCCCCCCCCC,11.0
CCC[C@H](N)C(=O)OC,7.662
CC(C)(C)Nc1ccncn1,6.57
COc1cc(C)c2c(n1)OCCC2,3.04
Cc1cnnc2c(O)cccc12,3.16
CN(C)c1ccc(-c2cnc(N)nc2)cc1,4.67
OCCc1ccncc1,5.6
Nc1c2[nH]cnc2nc[n+]1[O-],2.69
CSc1ncnc2nccnc12,2.53
Nc1ccc(SCC(=O)O)cc1,3.1
c1ccc(-n2ccnc2)cc1,5.83
CCCN(CCC)Cc1cccnc1,8.58
CSc1ccc(C(O)CNC(C)C)cc1,9.06
CC(=O)Nc1ncnc2nccnc12,1.21
COc1ccccc1CN,9.7
NCCCCO,10.365
CCNCCNCC,10.31
CSCc1ccccn1,4.640000000000001
N=c1ncccn1Cc1ccccc1,10.11
O=Cc1ncccc1O,3.4
C(=NNc1ccccn1)c1ccccn1,5.6575
Cc1n[nH]c(-c2ccccc2)c1C,3.47
CC(=O)c1ccc(N)cc1,2.29
CCc1ccccn1,5.95
CN(C)C=Nc1nnn(C)c1C#N,3.51
Nc1cccc2nccnc12,2.59
COC(=O)CCN,9.17
NNc1ncnc2nccnc12,3.98
CC1CCNC(C)(C)C1,11.04
c1ccc(Cn2ccnc2)cc1,6.66
CCOC(=O)CCCCCN,10.3
CN(C)N=Cc1[nH]nnc1NC(N)=O,2.49
c1cnc2cc[nH]c2c1,6.92
[O-][n+]1ccccc1O,-0.62
CC(C)Nc1ccc([N+](=O)[O-])cc1,1.32
CCCCCCc1ccccn1,5.95
NCC[SeH],5.01
Nc1cc(C(=O)O)cc2ccccc12,2.89
CC(C)NCCc1ccccc1,10.02
CC(C)NCC(O)c1cccc(C#N)c1,9.33
CCN(CC)Cc1cccnc1,8.55
CC(C)NNC1CCN(C(C)C)CC1,9.55
Nc1cc(I)cc(I)c1,2.3686
CCNc1ncnc2[nH]ncc12,4.56
C[N+](C)(C)c1cccc(N)c1,2.22
COc1ccc(NN)cc1,5.71
Cc1ccc(C)c(N)c1,4.550000000000001
CN(C)CCN,9.53
c1ccc2c(CC3NCCN3)cccc2c1,10.35
Nc1ccc(F)cc1N,4.28
O=C(c1ccccc1)c1ccncc1,3.35
Nc1ccccc1Br,2.5166
CN(C)c1nc(N)ncc1[N+](=O)[O-],3.44
C#CCN(CC)CC,7.97
CCc1n[nH]c(CC)c1C,4.51
CCOC(=O)c1ncnc2ncc(C)nc12,3.69
Nc1nc(N)c2nccnc2n1,5.3
CCCCCC(C)(C)N,10.73
Nc1ccc2c(c1)Cc1c-2ccc2ccccc12,4.67
CC1=NN(C)CC1,4.85
CSc1ccncn1,2.41
N[C@@H](CCS)C(=O)O,2.222
c1ccc2nnccc2c1,2.3200000000000003
COc1ccc(N)cc1,5.339076923076923
CSc1cc2ccccc2cn1,3.37
C[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)O,7.62
CC(O)(C(=N)N)c1ccccc1,10.96
Cc1ncc[nH]1,7.8555
NCCOP(=O)(c1ccccc1)c1ccccc1,8.22
O=[N+]([O-])c1cccc2c1C(O)NC=N2,6.43
Cn1ccnn1,1.25
CSc1cccc2ncccc12,4.46
CCCCCNc1ncccn1,4.03
CC(C)=NNC1CCN(C)CC1,8.9
CNc1c(C)c(C)nc(C)c1C,9.885
Nc1nc2ccccc2[nH]1,7.51
Brc1cncc(Br)c1,0.82
Oc1cnc2ncncc2n1,3.65
CC(C)Nc1ncnc2c1cnn2C,4.18
COc1ccc(CSC)c(CSC)n1,2.64
CC1=Nc2cnc(O)nc2NC1,3.38
Nc1ccc2nccnc2c1,2.92
CC(=O)CC1Nc2ncncc2N=C1O,4.69
CSc1nc2cnccc2[nH]1,5.98
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,3.81
CC(=O)N=C1NCCN1,7.48
Nc1ccc(Cl)c(Cl)c1,2.968
Oc1nc2cnccc2[nH]1,6.12
CNc1ncc(NC=O)c(N)n1,6.09
Cn1nnc(N)c1C(N)=O,0.69
Nc1nc2ccccc2c2ccccc12,7.25
Cn1cnc2ncn(C)c2c1=O,2.13
CC(=O)N1CCNC1=N,9.06
Sc1cnc2ccccc2c1,2.29
Cc1cccc2cncnc12,3.18
Nc1cc2cc(Cl)ccc2nn1,3.24
OCCN(CCO)c1nc(N(CCO)CCO)nc(N(CCO)CCO)n1,4.7
c1ccc2c(c1)ccc1ncccc12,5.11
Cc1ccccc1C=Cc1ccc(N(C)C)cc1,4.67
Clc1ncnc2nc[nH]c12,0.45
CCN(CC)CCN(CC)CC,9.535
Cc1ccn(-c2ccc([N+](=O)[O-])cc2)n1,0.14
Cc1cn[nH]c1,3.09
Cc1nc(=O)c2c([nH]1)CCCC2,3.73
CCCCOc1ccc(C(O)NC(C)CC)cc1OC,9.47
C[C@@H]1CCCC[C@H]1N,10.565
CCn1cc(Br)cnc1=N,10.045
Nc1ccccc1F,3.1300000000000003
CSc1cnc2cncnc2n1,2.46
NC1=Nc2nccnc2CN1,7.68
CC(C)(CN)c1ccccc1,10.08
CCOC(=O)CNc1ccccc1,2.08
Cc1n[nH]c2c1CCCCC2,4.57
CCOC(=O)c1cccc(NN)c1,4.81
Nc1cccc2ccccc12,3.94
Nc1nc2ccccc2o1,3.7
O=CN1CCNc2ncncc21,4.99
N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,5.35
Nc1ncncc1NCC(=O)O,2.99
O=C(O)c1ccncc1,1.7625
COc1ccc(NCC(=O)O)cc1,2.08
CC(C)NCC(O)c1ccc(Cl)cc1,9.21
C=CCN(CC(=O)O)CC(=O)O,2.43
OC1NC=Nc2cc(C(F)(F)F)ccc21,6.85
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,9.39
CC1(C)CCCC(C)(C)N1,11.125
CCCCNc1ncccn1,4.14
Nc1ccccc1[N+](=O)[O-],-0.2203846153846154
N#Cc1cccnc1,1.35
N=C(CC(N)c1ccccc1)NO,8.0
CCC1CCCNC1O,9.09
Nc1cccc2ccnnc12,3.66
Nc1cnc(S)nc1N,2.93
c1cnc2ncncc2n1,4.05
O=[N+]([O-])c1ccc2cccnc2c1,2.4
OCCN(CCO)CCN(CCO)CCO,8.415
COC1=Nc2c(N)nc(N)nc2NC1,6.14
Cc1ccn(C)c(=N)n1,11.05
Cc1nc2nc(NCC(C)C)nc(C)c2nc1C,3.08
CC(C)(C)c1cscn1,3.048
CCNCCO,9.924666666666669
N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)O,3.24
CCCCCCCCCCCCCN,10.63
NNc1ccnc2ccccc12,8.85
CN(C)C1CCCCC1O,10.32
CC(N)Cc1ccc2c(c1)OCO2,9.67
Cc1nc2c(O)nc(N)nc2n1C,4.11
O=C(O)CCP(CCC(=O)O)CCC(=O)O,2.89
O=C(NC1=NCCCN1)c1ccccc1,7.12
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,8.795
CC(C)(C)c1cccc(N)c1,4.66
CN=c1ncc(C=O)c(N)n1C,8.66
CCCCOc1ccc(C(O)NC(C)(C)C)cc1OC,9.73
CCCCCCCCCCCCCCCCCCN,10.6
N=C(CCNc1ccccc1)NO,5.35
NC(=O)C1(O)NC=Nc2ccccc21,6.88
CC1=Nc2nccnc2CN1,7.26
CNCCO,9.825
CC(C)(C)c1ncc2ccccc2n1,4.12
CCC1(c2ccccc2)C(=O)N(C(C)CN2CCOCC2)C(=O)N=C1O,5.63
CSC1=Nc2nccnc2CN1,4.96
c1ccc(-c2ncc[nH]2)cc1,6.441000000000001
CCOC(=O)[C@@H](N)Cc1ccc(O)cc1,7.33
Nc1ccccc1-c1ccccc1,3.825
CNc1ncc(C(N)=O)c(C)n1,2.84
CNc1ncc(Br)cn1,2.09
c1ccn2cncc2c1,5.54
CSc1cc(N)ncn1,3.94
NNCCO,7.12
COc1cnc2ncncc2n1,3.57
C=CCc1c(C)nc(=N)n(C)c1C,11.94
Oc1ccc2nc3ccccc3cc2c1,5.48
NNC(=O)C(N)Cc1ccccc1,7.06
C#CCc1c(C)nc(O)nc1C,3.51
N#CC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,8.02
Nc1ccccc(=O)c1,3.33
COc1ccncc1N,7.3
Ic1ccncc1,4.02
O=C(O)CN1CCCCC1,2.0549999999999997
c1ccc2ncccc2c1,4.89
CN(C)c1nc2c(c(N(C)C)n1)NC(=O)CN2,5.16
OCCCNCCCl,7.48
CCc1ncc2ccccc2n1,2.9
CNc1c(C)cncc1C,9.47
CC(=O)SCCN(C)C,8.27
N[C@@H]1CCCC[C@H]1N,9.77
CCn1c(C)ccnc1=O,3.42
c1ncc2c(n1)NCCN2,6.6
Cc1cccc2ncccc12,5.2
Nc1cnc2ncncc2n1,4.13
Nc1cc(C(=O)O)cc([N+](=O)[O-])c1,1.55
Nc1cnc2c(N)ncnc2n1,4.96
NCCOS(=O)(=O)[O-],9.188333333333333
Cn1cnc(N)c(N)c1=O,3.42
CSc1cc(N)nc(N)n1,5.44
Nc1ncnc(O)c1N,3.54
CCC(=O)OC(C)CN(C)C,8.26
Cn1nc2ncnc(N)c2n1,3.49
C=CCNc1nc(C)c2nc(C)c(C)nc2n1,3.77
c1ccc(-c2nccs2)nc1,2.235
CNC,10.8468
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,9.13
Nc1cc(Sc2ccc(Cl)cc2)nc(N)n1,5.02
c1cnc2ncncc2c1,3.85
O=C(O)CNCC(=O)O,2.738
CC(NC(=O)CN)C(=O)O,3.215
CN(C)c1ccccc1,5.1193333333333335
Cc1nc(N)nc2ccccc12,5.31
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,2.76
CCN1CCC=C1C,11.84
NNc1ccc(C(=O)O)cc1,4.13
CCN(CC)CCNC(=O)c1cccc(C)c1,9.047
Nc1nc(N)c2c(-c3ccc(Br)cc3)csc2n1,4.47
COc1cc(N(C)C)ncn1,4.27
CC(C)NCCNCCNC(C)C,10.21
CC(C)(C)c1ncnc2ccccc12,9.34
Cc1cc(N)c2ccccc2n1,9.42
NCc1nc2ccccc2[nH]1,7.69
c1cnc2nc[nH]c2c1,3.92
c1ccc(CN=c2ncccn2Cc2ccccc2)cc1,10.55
CCc1ncnc2ccccc12,2.895
Cc1nc(N)nc(C)c1-c1ccc(N(C)C)cc1,5.31
CN(C)Cc1ccc(F)cc1,8.94
Cc1n[nH]c(N)nc1=O,2.19
NCC(O)CC(=O)O,3.8
CC(C)(C)[C@@H]1CCN[C@@H](C(=O)O)C1,2.59
O=C(O)c1ncnc2ccccc12,3.4
NC(=NO)C(N)=NO,2.963333333333334
COCCN(CCOC)CC(=O)O,1.89
CCC(N)CC,10.505
CN(C)Cc1c(O)c(O)c(CN(C)C)c2ccccc12,5.07
Oc1ccc2cnc3ccccc3c2c1,5.31
CC(C)NCC(O)c1ccc(N)cc1,9.74
CN(C)c1ncccn1,3.983333333333333
Cc1c(N)ccc2c1-c1ccccc1C2,4.83
Cn1ncc2c(N)ncnc21,4.28
Cn1c(N)cnc2c(=O)ncnc1-2,6.28
CCCCNCCN,10.3
COc1scc2c1CCCN2,2.26
CN(CC(=O)O)C(=N)N,2.58
Nc1ccc2nc3ccccc3nc2c1,4.71
c1cc(-c2ccncc2)ccn1,4.82
CCCCNc1ncnc2c1cnn2C,4.18
c1ccc2[nH]ncc2c1,1.32
Cn1nc2ncnc(NN)c2n1,4.1
c1nc2ccc3c(c2[nH]1)CCCC3,5.95
COc1ccc2c(c1)N=CNC2O,7.35
CN(N)c1cccc(Cl)c1,4.43
CCN(CC)CCNC(=O)c1c(C)cc(C)cc1C,8.705
Cc1nc(N)[nH]c1C,9.21
CCc1cc[nH]n1,3.3
CC1NC=Nc2ccccc21,9.15
C[C@H](NC(=O)[C@H](C)NC(=O)CN)C(=O)O,3.34
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O,2.66
Cc1ccnc2[nH]ccc12,5.18
N[C@@H](CCCC(F)(F)F)C(=O)O,2.16
Sc1nc2cnccc2[nH]1,4.93
Nc1ccc(NC(=O)c2ccc(Cl)cc2)cc1,4.54
Cc1nc(NCc2ccco2)c2cn[nH]c2n1,4.61
O=C(Nc1ccccc1)c1c[nH]cn1,3.75
COC(=O)c1cc(C(=O)OC)c(C(=O)OC)nc1C(=O)OC,1.99
CC(C)NCC(O)c1cccc([N+](=O)[O-])c1,9.21
CCCCOC(=O)c1ccc(N)cc1,2.472
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N,7.54
N#Cc1ccnc2c1ccc1cccnc12,3.56
NNc1cccc([N+](=O)[O-])c1,4.375
NCCNCc1ccccn1,9.66
Cc1cc2cccc(C)n2c1,6.83
NNc1ncnc(N)c1[N+](=O)[O-],3.65
COc1nc(N)c2nc(C)c(C)nc2n1,3.56
CC1=Nc2ccccc2C(O)(C(N)=O)N1,7.57
CCCCCCCCN(CC[N+]1(C)CCCCC1)c1ccccc1,3.32
CN=c1ncn(C)c2nccnc12,10.3
Cn1cnc(=O)c2ccccc21,3.15
Nc1cccccc1=O,2.24
C[C@H]1CCN2CCC[C@@H]12,11.4
CC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,3.08
Oc1ccc2c(c1)ncc1ccccc12,4.78
Oc1nc2cnc(Cl)cc2[nH]1,1.77
CC1=Nc2ccc(C)cc2C(C)(O)N1,9.22
Nc1ncnc2scnc12,2.74
NC(=NO)C(N)Cc1ccccc1,7.06
Cc1cccc2[nH]cnc12,5.65
COc1ccc2ncncc2c1,2.83
CCCCN(CCCl)CCCl,6.61
NC(=O)CC[C@H](N)C(=O)O,2.17
Cc1ccc(C2CCCN2)cc1,9.95
OCC(CO)(CO)NCC(O)O,6.481016666666666
CCCCNCCCC,11.32
CC(CN1CCCCC1)C(C#N)(c1ccccc1)c1ccccc1,7.49
C=Cc1ccc(C)nc1,5.67
NCC(O)C(=O)O,2.72
Nc1cnc2c(N)nc(N)nc2n1,6.29
CNc1nc(SC)nc2[nH]ncc12,3.57
Cc1cc(N)nc(N)n1,7.63
COc1c(OC)c2cccnc2c2ncccc12,4.4
NNc1cccc(Br)c1,4.84
Cc1cc(C)cc(N)c1,4.792833333333333
Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,1.17
Cc1ccc(C2CC2N)cc1,8.33
CCN(CC)c1ccc(S(N)(=O)=O)cc1,1.752
c1coc(CNCCNCc2ccco2)c1,8.61
CC(CCN(C)C)NN,9.23
Cc1ccc2ncncc2c1,2.76
OCCCc1ccccn1,5.61
Nc1ccc2cn[nH]c2c1,3.99
NCCNCCN,9.9275
CNc1cnccn1,3.39
Cn1c(=O)cnc2cnc(N)nc21,2.05
NCC(=O)N[C@@H](CC(N)=O)C(=O)O,2.9238666666666666
Oc1ccc2ccnnc2c1,3.29
OCn1cnc2ccccc21,5.41
COc1ccc(N)cc1Br,4.09
Nc1cccc2ncncc12,3.56
CCC(=O)C(CC(C)N1CCOCC1)(c1ccccc1)c1ccccc1,6.68
CN(C)CCO,9.266666666666667
CNc1nccc(OC)n1,5.74
CO[C@H]1O[C@H](CN)[C@@H](O)[C@@H](N)[C@@H]1O,8.84
Cn1cnc(=S)c2ccccc21,2.96
C1CCC(NCCNC2CCCC2)C1,10.36
CN(C)c1nc2cc3c(cc2[nH]1)CCCC3,7.61
OC1=Nc2cncnc2NC1,4.76
CN(C)c1nccc(=O)n1C,3.46
Cn1c(N)cccc1=O,2.09
N#Cc1ccc(N)cc1,1.739
COc1nc(N)nc2nccnc12,3.44
COc1c(O)cccc1CN,8.89
Cc1cnc2ncncc2n1,3.89
C1CCCNCC1,11.07
CSc1nc(C)c2[nH]c(C)nc2n1,3.025
Clc1cccnc1,2.825
CC(C)(C)C1NC=Nc2ccccc21,9.36
COc1ccc2cccc(N)c2c1,4.07
CCNc1ccc(C)cc1,5.645
Nc1nc(N)c(NC(=O)C(F)(F)F)c(O)n1,1.95
O=C(O)CNc1ccccc1,1.83
Cc1c(Br)cnn1C,0.91
O=[N+]([O-])c1ccc2c(c1)C(O)NC=N2,7.02
CCC[As](=O)(CCC)c1ccccc1,3.0
Nc1ncnc(N)n1,4.895
Cn1nnc2ncncc21,2.96
COc1cc(C)nc(C)n1,4.71
COc1cccc(NN)c1,5.3
CCCCNc1nc2cnc(C)nc2n1C,5.4
CC(C)c1cnccc1N,9.36
Nc1nc(N)c(-c2ccccc2)c(C(F)(F)F)n1,3.25
CCn1cccnc1=NC,11.84
Nc1ncc(-c2cccc(Cl)c2)c(N)n1,6.7
CCOC(=O)CNc1ncccc1[N+](=O)[O-],0.53
CC(=O)c1cccc(N)c1,3.56
Cc1ccc2c(c1)ncn2[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,4.15
Cc1nc(N)nc(C)c1Br,3.3
Nc1cc(N)nc(N)n1,6.765
